# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RAB11B-AS1	RAB11B-AS1	NR_038237.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAB3D	RAB3D	NM_004283.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAVER1	RAVER1	NM_001366174.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RAVER1	RAVER1	NM_133452.3	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RAX2	RAX2	NM_001319074.2	protein_coding	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAX2	RAX2	NM_032753.4	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
REXO1	REXO1	NM_020695.4	protein_coding	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
RFX2	RFX2	NM_000635.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFX2	RFX2	NM_134433.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RGL3	RGL3	NM_001035223.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RGL3	RGL3	NM_001161616.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RLN3	RLN3	NM_001311197.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLN3	RLN3	NM_080864.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNF126	RNF126	NM_001366018.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF126	RNF126	NM_194460.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-1	RNU6-1.6	NR_004394.1.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-2	RNU6-2.6	NR_125730.1.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-7	RNU6-7.6	NR_104084.1.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-8	RNU6-8.6	NR_104088.1.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-9	RNU6-9.6	NR_104080.1.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL36	RPL36	NM_015414.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RPL36	RPL36	NM_033643.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
S1PR5	S1PR5	NM_001166215.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S1PR5	S1PR5	NM_030760.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCAMP4	SCAMP4	NM_001329539.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SCAMP4	SCAMP4	NM_001329540.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SCAMP4	SCAMP4	NM_079834.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SEMA6B	SEMA6B	NM_032108.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SF3A2	SF3A2	NM_007165.5	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
SH2D3A	SH2D3A	NM_005490.3	protein_coding	0	2	2	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	2	0
SH3GL1	SH3GL1	NM_001199943.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SH3GL1	SH3GL1	NM_001199944.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SH3GL1	SH3GL1	NM_003025.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SHD	SHD	NM_001372011.1	protein_coding	0	2	1	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0
SHD	SHD	NM_020209.4	protein_coding	0	2	1	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0
SIRT6	SIRT6	NM_001193285.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321058.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321059.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321060.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321061.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321062.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321063.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_001321064.1	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT6	SIRT6	NM_016539.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC39A3	SLC39A3	NM_144564.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC39A3	SLC39A3	NM_213568.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC44A2	SLC44A2	NM_001145056.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SLC44A2	SLC44A2	NM_001363611.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SLC44A2	SLC44A2	NM_020428.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SMARCA4	SMARCA4	NM_001128844.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_001128845.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_001128846.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_001128847.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_001128848.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_001128849.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCA4	SMARCA4	NM_003072.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SNORA104	SNORA104	NR_132784.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORD105	SNORD105	NR_004381.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SNORD105B	SNORD105B	NR_003688.1		0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
SPPL2B	SPPL2B	NM_001077238.2	protein_coding	1	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SPPL2B	SPPL2B	NM_152988.3	protein_coding	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
STAP2	STAP2	NM_001013841.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
STAP2	STAP2	NM_017720.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
STK11	STK11	NM_000455.5	protein_coding	0	0	0	5	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
STXBP2	STXBP2	NM_001127396.3	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
STXBP2	STXBP2	NM_001272034.2	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
STXBP2	STXBP2	NM_006949.4	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
STXBP2	STXBP2	NR_073560.2		0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
TBXA2R	TBXA2R	NM_001060.6	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
TBXA2R	TBXA2R	NM_201636.3	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
TEX45	TEX45	NM_198534.3	protein_coding	0	3	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
THOP1	THOP1	NM_003249.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TICAM1	TICAM1	NM_182919.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TJP3	TJP3	NM_001267560.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
TJP3	TJP3	NM_001267561.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
TMED1	TMED1	NM_006858.4	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
TMED1	TMED1	NR_104015.1		0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TMEM259	TMEM259	NM_001033026.2	protein_coding	0	2	0	16	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	2	0
TMEM259	TMEM259	NM_033420.4	protein_coding	0	1	0	17	1	0	0	0	0	13	0	3	0	0	0	0	0	0	0	1	0
TMIGD2	TMIGD2	NM_001169126.1	protein_coding	0	1	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1
TMIGD2	TMIGD2	NM_001308232.1	protein_coding	0	1	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1
TMIGD2	TMIGD2	NM_144615.2	protein_coding	0	1	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1
TNFSF14	TNFSF14	NM_003807.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TNFSF14	TNFSF14	NM_172014.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TNFSF9	TNFSF9	NM_003811.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPGS1	TPGS1	NM_033513.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAPPC5	TRAPPC5	NM_001042461.3	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
TRAPPC5	TRAPPC5	NM_001042462.2	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
TRAPPC5	TRAPPC5	NM_174894.3	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
TRIP10	TRIP10	NM_001288962.2	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
TRIP10	TRIP10	NM_001288963.2	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
TRIP10	TRIP10	NM_004240.4	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
TRIP10	TRIP10	NR_110231.2		0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
TSPAN16	TSPAN16	NM_001282509.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN16	TSPAN16	NM_001282510.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN16	TSPAN16	NM_012466.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSPAN16	TSPAN16	NR_104199.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TYK2	TYK2	NM_003331.5	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
UBXN6	UBXN6	NM_001171091.2	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
UBXN6	UBXN6	NM_025241.3	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
UHRF1	UHRF1	NM_001048201.3	protein_coding	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
UHRF1	UHRF1	NM_001290050.1	protein_coding	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
UHRF1	UHRF1	NM_001290051.2	protein_coding	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
UHRF1	UHRF1	NM_001290052.1	protein_coding	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
UHRF1	UHRF1	NM_013282.4	protein_coding	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
WDR18	WDR18	NM_001372085.1	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
WDR18	WDR18	NM_001372086.1	protein_coding	0	2	1	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
WDR18	WDR18	NM_024100.4	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
WDR83	WDR83	NM_001099737.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WDR83	WDR83	NR_029375.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WDR83OS	WDR83OS	NM_016145.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
XAB2	XAB2	NM_020196.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ZFR2	ZFR2	NM_015174.2	protein_coding	0	1	5	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0
ZNF177	ZNF177	NM_001172651.1	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF177	ZNF177	NM_003451.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF266	ZNF266	NM_001271314.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370374.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370375.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370376.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370377.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370378.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370379.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370380.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370381.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370382.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370383.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370384.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370385.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370386.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370387.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370388.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370389.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370390.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370391.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370392.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370393.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370394.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370395.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370396.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370397.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370398.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370399.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_001370400.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF266	ZNF266	NM_006631.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF317	ZNF317	NM_001190791.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF317	ZNF317	NM_020933.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF317	ZNF317	NR_102435.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF333	ZNF333	NM_001300912.2	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ZNF333	ZNF333	NM_001352239.2	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF333	ZNF333	NM_001352240.2	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF333	ZNF333	NM_001352241.2	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF333	ZNF333	NM_001352243.2	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF333	ZNF333	NM_001352244.2	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF333	ZNF333	NM_032433.4	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ZNF358	ZNF358	NM_018083.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF414	ZNF414	NM_001146175.2	protein_coding	0	3	2	4	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
ZNF414	ZNF414	NM_032370.3	protein_coding	0	3	1	5	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	3	0
ZNF426	ZNF426	NM_001300883.3	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF426	ZNF426	NM_001318055.2	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF426	ZNF426	NM_001318056.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF426	ZNF426	NM_024106.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF426-DT	ZNF426-DT	NR_134920.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF426-DT	ZNF426-DT	NR_134921.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF44	ZNF44	NM_001164276.2	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_001353549.2	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_001353550.2	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_001353551.1	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_001353552.1	protein_coding	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_001353553.1	protein_coding	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ZNF44	ZNF44	NM_016264.4	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
ZNF441	ZNF441	NM_152355.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF490	ZNF490	NM_020714.3	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF554	ZNF554	NM_001102651.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ZNF556	ZNF556	NM_001300843.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF556	ZNF556	NM_024967.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF556	ZNF556	NR_145838.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF557	ZNF557	NM_001044387.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF557	ZNF557	NM_001044388.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF557	ZNF557	NM_024341.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF558	ZNF558	NM_001304350.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF558	ZNF558	NM_144693.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF559	ZNF559	NM_001202406.1	protein_coding	0	1	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ZNF559	ZNF559	NM_001202407.2	protein_coding	0	0	0	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF559	ZNF559	NM_001202408.1	protein_coding	0	1	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ZNF559	ZNF559	NM_001202409.1	protein_coding	0	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ZNF559	ZNF559	NM_001202410.1	protein_coding	0	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ZNF559	ZNF559	NM_001202411.1	protein_coding	0	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ZNF559	ZNF559	NM_001202412.1	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ZNF559	ZNF559	NM_032497.2	protein_coding	0	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ZNF559-ZNF177	ZNF559-ZNF177	NM_001172650.3	protein_coding	0	1	2	4	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	1	0
ZNF559-ZNF177	ZNF559-ZNF177	NM_001202425.1	protein_coding	0	0	1	6	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2
ZNF564	ZNF564	NM_144976.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF57	ZNF57	NM_001319083.1	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
ZNF57	ZNF57	NM_173480.3	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
ZNF625	ZNF625	NM_145233.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF625	ZNF625	NR_037801.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF625-ZNF20	ZNF625-ZNF20	NR_037802.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF699	ZNF699	NM_198535.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF77	ZNF77	NM_021217.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
